GENUS,SPECIES
Leisingera,methylohalidivorans
Leisingera,nanhaiensis
Lelliottia,
Lelliottia,amnigena
Lelliottia,nimipressuralis
Leminorella,
Leminorella,grimontii
Leminorella,richardii
Lentibacillus,
Lentibacillus,halodurans
Lentibacillus,halophilus
Lentibacillus,jeotgali
Lentibacillus,juripiscarius
Lentibacillus,kapialis
Lentibacillus,lacisalsi
Lentibacillus,persicus
Lentibacillus,salarius
Lentibacillus,salicampi
Lentibacillus,salinarum
Lentibacillus,salis
Lentibacter,
Lentibacter,algarum
Lentilitoribacter,
Lentilitoribacter,donghaensis
Lentisphaera,
Lentisphaera,araneosa
Lentisphaera,marina
Lentzea,
Lentzea,albida
Lentzea,albidocapillata
Lentzea,californiensis
Lentzea,flaviverrucosa
Lentzea,jiangxiensis
Lentzea,kentuckyensis
Lentzea,violacea
Lentzea,waywayandensis
Leptobacterium,
Leptobacterium,flavescens
Leptolinea,
Leptolinea,tardivitalis
Leptonema,
Leptonema,illini
Leptospira,
Leptospira,alexanderi
Leptospira,alstonii
Leptospira,biflexa
Leptospira,borgpetersenii
Leptospira,broomii
Leptospira,fainei
Leptospira,idonii
Leptospira,inadai
Leptospira,interrogans
Leptospira,kirschneri
Leptospira,kmetyi
Leptospira,licerasiae
Leptospira,mayottensis
Leptospira,meyeri
Leptospira,noguchii
Leptospira,parva
Leptospira,santarosai
Leptospira,terpstrae
Leptospira,vanthielii
Leptospira,weilii
Leptospira,wolbachii
Leptospira,wolffii
Leptospira,yanagawae
Leptospirillum,
Leptospirillum,ferriphilum
Leptospirillum,ferrooxidans
Leptospirillum,thermoferrooxidans
Leptothrix,
Leptothrix,cholodnii
Leptothrix,discophora
Leptothrix,lopholea
Leptothrix,mobilis
Leptothrix,ochracea
Leptotrichia,
Leptotrichia,buccalis
Leptotrichia,goodfellowii
Leptotrichia,hofstadii
Leptotrichia,hongkongensis
Leptotrichia,shahii
Leptotrichia,trevisanii
Leptotrichia,wadei
Leucobacter,
Leucobacter,aerolatus
Leucobacter,albus
Leucobacter,alluvii
Leucobacter,aridicollis
Leucobacter,celer
Leucobacter,chironomi
Leucobacter,chromiireducens
Leucobacter,chromiireducens
Leucobacter,chromiireducens
Leucobacter,chromiiresistens
Leucobacter,denitrificans
Leucobacter,exalbidus
Leucobacter,iarius
Leucobacter,komagatae
Leucobacter,luti
Leucobacter,salsicius
Leucobacter,tardus
Leuconostoc,
Leuconostoc,amelibiosum
Leuconostoc,argentinum
Leuconostoc,carnosum
Leuconostoc,citreum
Leuconostoc,cremoris
Leuconostoc,dextranicum
Leuconostoc,durionis
Leuconostoc,fallax
Leuconostoc,ficulneum
Leuconostoc,fructosum
Leuconostoc,gasicomitatum
Leuconostoc,gelidum
Leuconostoc,gelidum
Leuconostoc,gelidum
Leuconostoc,gelidum
Leuconostoc,holzapfelii
Leuconostoc,inhae
Leuconostoc,kimchii
Leuconostoc,lactis
Leuconostoc,mesenteroides
Leuconostoc,mesenteroides
Leuconostoc,mesenteroides
Leuconostoc,mesenteroides
Leuconostoc,mesenteroides
Leuconostoc,miyukkimchii
Leuconostoc,oenos
Leuconostoc,palmae
Leuconostoc,paramesenteroides
Leuconostoc,pseudoficulneum
Leuconostoc,pseudomesenteroides
Leucothrix,
Leucothrix,mucor
Levilinea,
Levilinea,saccharolytica
Levinea,
Levinea,amalonatica
Levinea,malonatica
Lewinella,
Lewinella,agarilytica
Lewinella,antarctica
Lewinella,cohaerens
Lewinella,lutea
Lewinella,marina
Lewinella,nigricans
Lewinella,persica
Liberibacter,
Liberibacter,crescens
Lihuaxuella,
Lihuaxuella,thermophila
Limibacter,
Limibacter,armeniacum
Limimonas,
Limimonas,halophila
Limnobacter,
Limnobacter,litoralis
Limnobacter,thiooxidans
Limnohabitans,
Limnohabitans,australis
Limnohabitans,curvus
Limnohabitans,parvus
Limnohabitans,planktonicus
Lishizhenia,
Lishizhenia,caseinilytica
Lishizhenia,tianjinensis
Listeria,
Listeria,aquatica
Listeria,booriae
Listeria,cornellensis
Listeria,denitrificans
Listeria,fleischmannii
Listeria,fleischmannii
Listeria,fleischmannii
Listeria,floridensis
Listeria,grandensis
Listeria,grayi
Listeria,innocua
Listeria,ivanovii
Listeria,ivanovii
Listeria,ivanovii
Listeria,marthii
Listeria,monocytogenes
Listeria,murrayi
Listeria,newyorkensis
Listeria,riparia
Listeria,rocourtiae
Listeria,seeligeri
Listeria,weihenstephanensis
Listeria,welshimeri
Listonella,
Listonella,anguillarum
Listonella,damsela
Listonella,damselae
Listonella,pelagia
Litoreibacter,
Litoreibacter,albidus
Litoreibacter,arenae
Litoreibacter,ascidiaceicola
Litoreibacter,halocynthiae
Litoreibacter,janthinus
Litoreibacter,meonggei
Litoreibacter,ponti
Litoribacillus,
Litoribacillus,peritrichatus
Litoribacter,
Litoribacter,alkaliphilus
Litoribacter,ruber
Litoribaculum,
Litoribaculum,gwangyangense
Litoribrevibacter,
Litoribrevibacter,albus
Litoricola,
Litoricola,lipolytica
Litoricola,marina
Litorilinea,
Litorilinea,aerophila
Litorimicrobium,
Litorimicrobium,taeanense
Litorimonas,
Litorimonas,cladophorae
Litorimonas,taeanensis
Litorisediminicola,
Litorisediminicola,beolgyonensis
Litorivivens,
Litorivivens,lipolytica
Loktanella,
Loktanella,agnita
Loktanella,atrilutea
Loktanella,cinnabarina
Loktanella,fryxellensis
Loktanella,hongkongensis
Loktanella,koreensis
Loktanella,litorea
Loktanella,maricola
Loktanella,maritima
Loktanella,ponticola
Loktanella,pyoseonensis
Loktanella,rosea
Loktanella,salsilacus
Loktanella,sediminilitoris
Loktanella,sediminum
Loktanella,soesokkakensis
Loktanella,tamlensis
Loktanella,variabilis
Loktanella,vestfoldensis
Lonepinella,
Lonepinella,koalarum
Longilinea,
Longilinea,arvoryzae
Longimycelium,
Longimycelium,tulufanense
Longispora,
Longispora,albida
Longispora,fulva
Lonsdalea,
Lonsdalea,quercina
Lonsdalea,quercina
Lonsdalea,quercina
Lonsdalea,quercina
Lonsdalea,quercina
Lucibacterium,
Lucibacterium,harveyi
Luedemannella,
Luedemannella,flava
Luedemannella,helvata
Luminiphilus,
Luminiphilus,syltensis
Lutaonella,
Lutaonella,thermophila
Luteibacter,
Luteibacter,anthropi
Luteibacter,rhizovicinus
Luteibacter,yeojuensis
Luteibaculum,
Luteibaculum,oceani
Luteimicrobium,
Luteimicrobium,album
Luteimicrobium,subarcticum
Luteimicrobium,xylanilyticum
Luteimonas,
Luteimonas,abyssi
Luteimonas,aestuarii
Luteimonas,aquatica
Luteimonas,composti
Luteimonas,cucumeris
Luteimonas,huabeiensis
Luteimonas,lutimaris
Luteimonas,marina
Luteimonas,mephitis
Luteimonas,terricola
Luteimonas,vadosa
Luteipulveratus,
Luteipulveratus,mongoliensis
Luteivirga,
Luteivirga,sdotyamensis
Luteococcus,
Luteococcus,japonicus
Luteococcus,peritonei
Luteococcus,sanguinis
Luteococcus,sediminum
Luteolibacter,
Luteolibacter,algae
Luteolibacter,cuticulihirudinis
Luteolibacter,luojiensis
Luteolibacter,pohnpeiensis
Luteolibacter,yonseiensis
Lutibacter,
Lutibacter,aestuarii
Lutibacter,agarilyticus
Lutibacter,flavus
Lutibacter,litoralis
Lutibacter,maritimus
Lutibacter,oricola
Lutibaculum,
Lutibaculum,baratangense
Lutimaribacter,
Lutimaribacter,litoralis
Lutimaribacter,pacificus
Lutimaribacter,saemankumensis
Lutimonas,
Lutimonas,halocynthiae
Lutimonas,saemankumensis
Lutimonas,vermicola
Lutispora,
Lutispora,thermophila
Lysinibacillus,
Lysinibacillus,boronitolerans
Lysinibacillus,chungkukjangi
Lysinibacillus,composti
Lysinibacillus,contaminans
Lysinibacillus,fusiformis
Lysinibacillus,halotolerans
Lysinibacillus,macroides
Lysinibacillus,manganicus
Lysinibacillus,mangiferihumi
Lysinibacillus,massiliensis
Lysinibacillus,meyeri
Lysinibacillus,odysseyi
Lysinibacillus,pakistanensis
Lysinibacillus,parviboronicapiens
Lysinibacillus,sinduriensis
Lysinibacillus,sphaericus
Lysinibacillus,tabacifolii
Lysinibacillus,varians
Lysinibacillus,xylanilyticus
Lysinimicrobium,
Lysinimicrobium,mangrovi
Lysinimonas,
Lysinimonas,kribbensis
Lysinimonas,soli
Lysobacter,
Lysobacter,antibioticus
Lysobacter,arseniciresistens
Lysobacter,brunescens
Lysobacter,bugurensis
Lysobacter,caeni
Lysobacter,capsici
Lysobacter,concretionis
Lysobacter,daejeonensis
Lysobacter,defluvii
Lysobacter,dokdonensis
Lysobacter,enzymogenes
Lysobacter,ginsengisoli
Lysobacter,gummosus
Lysobacter,koreensis
Lysobacter,korlensis
Lysobacter,mobilis
Lysobacter,niabensis
Lysobacter,niastensis
Lysobacter,oligotrophicus
Lysobacter,oryzae
Lysobacter,panacisoli
Lysobacter,panaciterrae
Lysobacter,ruishenii
Lysobacter,soli
Lysobacter,spongiicola
Lysobacter,terrae
Lysobacter,thermophilus
Lysobacter,ximonensis
Lysobacter,xinjiangensis
Lysobacter,yangpyeongensis
Lyticum,
Lyticum,flagellatum
Lyticum,sinuosum
Macellibacteroides,
Macellibacteroides,fermentans
Macrococcus,
Macrococcus,bovicus
Macrococcus,brunensis
Macrococcus,carouselicus
Macrococcus,caseolyticus
Macrococcus,equipercicus
Macrococcus,hajekii
Macrococcus,lamae
Macromonas,
Macromonas,bipunctata
Macromonas,mobilis
Magnetococcus,
Magnetococcus,marinus
Magnetospira,
Magnetospira,thiophila
Magnetospirillum,
Magnetospirillum,gryphiswaldense
Magnetospirillum,magnetotacticum
Magnetovibrio,
Magnetovibrio,blakemorei
Mahella,
Mahella,australiensis
Malikia,
Malikia,granosa
Malikia,spinosa
Malonomonas,
Malonomonas,rubra
Mameliella,
Mameliella,alba
Mangrovibacter,
Mangrovibacter,plantisponsor
Mangrovibacterium,
Mangrovibacterium,diazotrophicum
Mangroviflexus,
Mangroviflexus,xiamenensis
Mangrovimonas,
Mangrovimonas,yunxiaonensis
Mannheimia,
Mannheimia,caviae
Mannheimia,glucosida
Mannheimia,granulomatis
Mannheimia,haemolytica
Mannheimia,ruminalis
Mannheimia,varigena
Maribacter,
Maribacter,aestuarii
Maribacter,antarcticus
Maribacter,aquivivus
Maribacter,arcticus
Maribacter,chungangensis
Maribacter,dokdonensis
Maribacter,forsetii
Maribacter,orientalis
Maribacter,polysiphoniae
Maribacter,sedimenticola
Maribacter,stanieri
Maribacter,thermophilus
Maribacter,ulvicola
Maribaculum,
Maribaculum,marinum
Maribius,
Maribius,pelagius
Maribius,salinus
Maricaulis,
Maricaulis,maris
Maricaulis,parjimensis
Maricaulis,salignorans
Maricaulis,virginensis
Maricaulis,washingtonensis
Marichromatium,
Marichromatium,bheemlicum
Marichromatium,fluminis
Marichromatium,gracile
Marichromatium,indicum
Marichromatium,purpuratum
Maricurvus,
Maricurvus,nonylphenolicus
Marihabitans,
Marihabitans,asiaticum
Marinactinospora,
Marinactinospora,thermotolerans
Marinibacillus,
Marinibacillus,campisalis
Marinibacillus,marinus
Marinicauda,
Marinicauda,pacifica
Marinicella,
Marinicella,litoralis
Marinicola,
Marinicola,seohaensis
Marinifilum,
Marinifilum,flexuosum
Marinifilum,fragile
Mariniflexile,
Mariniflexile,aquimaris
Mariniflexile,fucanivorans
Mariniflexile,gromovii
Mariniflexile,jejuense
Mariniflexile,soesokkakense
Marinilabilia,
Marinilabilia,agarovorans
Marinilabilia,salmonicolor
Marinilactibacillus,
Marinilactibacillus,piezotolerans
Marinilactibacillus,psychrotolerans
Mariniluteicoccus,
Mariniluteicoccus,flavus
Marinimicrobium,
Marinimicrobium,agarilyticum
Marinimicrobium,koreense
Marinimicrobium,locisalis
Marininema,
Marininema,halotolerans
Marininema,mesophilum
Mariniphaga,
Mariniphaga,anaerophila
Mariniradius,
Mariniradius,saccharolyticus
Marinithermus,
Marinithermus,hydrothermalis
Marinitoga,
Marinitoga,camini
Marinitoga,hydrogenitolerans
Marinitoga,litoralis
Marinitoga,okinawensis
Marinitoga,piezophila
Marinivirga,
Marinivirga,aestuarii
Marinobacter,
Marinobacter,adhaerens
Marinobacter,algicola
Marinobacter,antarcticus
Marinobacter,aquaeolei
Marinobacter,bryozoorum
Marinobacter,daepoensis
Marinobacter,daqiaonensis
Marinobacter,excellens
Marinobacter,flavimaris
Marinobacter,goseongensis
Marinobacter,gudaonensis
Marinobacter,guineae
Marinobacter,hydrocarbonoclasticus
Marinobacter,koreensis
Marinobacter,lacisalsi
Marinobacter,lipolyticus
Marinobacter,litoralis
Marinobacter,lutaoensis
Marinobacter,maritimus
Marinobacter,mobilis
Marinobacter,oulmenensis
Marinobacter,pelagius
Marinobacter,persicus
Marinobacter,psychrophilus
Marinobacter,salarius
Marinobacter,salicampi
Marinobacter,salsuginis
Marinobacter,santoriniensis
Marinobacter,sediminum
Marinobacter,segnicrescens
Marinobacter,similis
Marinobacter,szutsaonensis
Marinobacter,vinifirmus
Marinobacter,xestospongiae
Marinobacter,zhanjiangensis
Marinobacter,zhejiangensis
Marinobacterium,
Marinobacterium,coralli
Marinobacterium,georgiense
Marinobacterium,halophilum
Marinobacterium,jannaschii
Marinobacterium,litorale
Marinobacterium,lutimaris
Marinobacterium,mangrovicola
Marinobacterium,marisflavi
Marinobacterium,maritimum
Marinobacterium,nitratireducens
Marinobacterium,rhizophilum
Marinobacterium,sediminicola
Marinobacterium,stanieri
Marinococcus,
Marinococcus,albus
Marinococcus,halophilus
Marinococcus,halotolerans
Marinococcus,hispanicus
Marinococcus,luteus
Marinococcus,tarijensis
Marinomonas,
Marinomonas,alcarazii
Marinomonas,aquimarina
Marinomonas,aquiplantarum
Marinomonas,arctica
Marinomonas,arenicola
Marinomonas,balearica
Marinomonas,basaltis
Marinomonas,brasilensis
Marinomonas,communis
Marinomonas,dokdonensis
Marinomonas,foliarum
Marinomonas,fungiae
Marinomonas,hwangdonensis
Marinomonas,mediterranea
Marinomonas,ostreistagni
Marinomonas,polaris
Marinomonas,pollencensis
Marinomonas,pontica
Marinomonas,posidonica
Marinomonas,primoryensis
Marinomonas,profundimaris
Marinomonas,rhizomae
Marinomonas,ushuaiensis
Marinomonas,vaga
Marinoscillum,
Marinoscillum,furvescens
Marinoscillum,luteum
Marinoscillum,pacificum
Marinospirillum,
Marinospirillum,alkaliphilum
Marinospirillum,celere
Marinospirillum,insulare
Marinospirillum,megaterium
Marinospirillum,minutulum
Marinovum,
Marinovum,algicola
Mariprofundus,
Mariprofundus,ferrooxydans
Marisediminicola,
Marisediminicola,antarctica
Marispirillum,
Marispirillum,indicum
Maritalea,
Maritalea,mobilis
Maritalea,myrionectae
Maritalea,porphyrae
Maritimibacter,
Maritimibacter,alkaliphilus
Maritimimonas,
Maritimimonas,rapanae
Marivirga,
Marivirga,lumbricoides
Marivirga,sericea
Marivirga,tractuosa
Marivita,
Marivita,cryptomonadis
Marivita,geojedonensis
Marivita,hallyeonensis
Marivita,litorea
Marixanthomonas,
Marixanthomonas,ophiurae
Marmoricola,
Marmoricola,aequoreus
Marmoricola,aurantiacus
Marmoricola,bigeumensis
Marmoricola,korecus
Marmoricola,scoriae
Martelella,
Martelella,endophytica
Martelella,mangrovi
Martelella,mediterranea
Martelella,radicis
Marvinbryantia,
Marvinbryantia,formatexigens
Massilia,
Massilia,aerilata
Massilia,albidiflava
Massilia,alkalitolerans
Massilia,aurea
Massilia,brevitalea
Massilia,consociata
Massilia,dura
Massilia,flava
Massilia,haematophila
Massilia,jejuensis
Massilia,kyonggiensis
Massilia,lurida
Massilia,lutea
Massilia,namucuonensis
Massilia,niabensis
Massilia,niastensis
Massilia,norwichensis
Massilia,oculi
Massilia,plicata
Massilia,suwonensis
Massilia,tieshanensis
Massilia,timonae
Massilia,umbonata
Massilia,varians
Massilia,yuzhufengensis
Mechercharimyces,
Mechercharimyces,asporophorigenens
Mechercharimyces,mesophilus
Megamonas,
Megamonas,funiformis
Megamonas,hypermegale
Megamonas,hypermegas
Megamonas,rupellensis
Meganema,
Meganema,perideroedes
Megasphaera,
Megasphaera,cerevisiae
Megasphaera,elsdenii
Megasphaera,indica
Megasphaera,micronuciformis
Megasphaera,paucivorans
Megasphaera,sueciensis
Meiothermus,
Meiothermus,cateniformans
Meiothermus,cerbereus
Meiothermus,chliarophilus
Meiothermus,granaticius
Meiothermus,hypogaeus
Meiothermus,ruber
Meiothermus,rufus
Meiothermus,silvanus
Meiothermus,taiwanensis
Meiothermus,terrae
Meiothermus,timidus
Melaminivora,
Melaminivora,alkalimesophila
Melghirimyces,
Melghirimyces,algeriensis
Melghirimyces,profundicolus
Melghirimyces,thermohalophilus
Melioribacter,
Melioribacter,roseus
Melisococcus,
Melisococcus,plutonis
Melissococcus,
Melissococcus,plutonius
Melitea,
Melitea,salexigens
Melittangium,
Melittangium,alboraceum
Melittangium,boletus
Melittangium,lichenicola
Meniscus,
Meniscus,glaucopis
Meridianimaribacter,
Meridianimaribacter,flavus
Mesoaciditoga,
Mesoaciditoga,lauensis
Mesocricetibacter,
Mesocricetibacter,intestinalis
Mesoflavibacter,
Mesoflavibacter,aestuarii
Mesoflavibacter,sabulilitoris
Mesoflavibacter,zeaxanthinifaciens
Mesonia,
Mesonia,algae
Mesonia,aquimarina
Mesonia,mobilis
Mesonia,ostreae
Mesonia,phycicola
Mesophilobacter,
Mesophilobacter,marinus
Mesoplasma,
Mesoplasma,chauliocola
Mesoplasma,coleopterae
Mesoplasma,corruscae
Mesoplasma,entomophilum
Mesoplasma,florum
Mesoplasma,grammopterae
Mesoplasma,lactucae
Mesoplasma,photuris
Mesoplasma,pleciae
Mesoplasma,seiffertii
Mesoplasma,syrphidae
Mesoplasma,tabanidae
Mesorhizobium,
Mesorhizobium,abyssinicae
Mesorhizobium,albiziae
Mesorhizobium,alhagi
Mesorhizobium,amorphae
Mesorhizobium,australicum
Mesorhizobium,camelthorni
Mesorhizobium,caraganae
Mesorhizobium,chacoense
Mesorhizobium,ciceri
Mesorhizobium,gobiense
Mesorhizobium,hawassense
Mesorhizobium,huakuii
Mesorhizobium,loti
Mesorhizobium,mediterraneum
Mesorhizobium,metallidurans
Mesorhizobium,muleiense
Mesorhizobium,opportunistum
Mesorhizobium,plurifarium
Mesorhizobium,qingshengii
Mesorhizobium,robiniae
Mesorhizobium,sangaii
Mesorhizobium,septentrionale
Mesorhizobium,shangrilense
Mesorhizobium,shonense
Mesorhizobium,silamurunense
Mesorhizobium,tamadayense
Mesorhizobium,tarimense
Mesorhizobium,temperatum
Mesorhizobium,thiogangeticum
Mesorhizobium,tianshanense
Mesotoga,
Mesotoga,infera
Mesotoga,prima
Metallibacterium,
Metallibacterium,scheffleri
Metallosphaera,
Metallosphaera,cuprina
Metallosphaera,hakonensis
Metallosphaera,prunae
Metallosphaera,sedula
Metallosphaera,tengchongensis
Metascardovia,
Metascardovia,criceti
Methanimicrococcus,
Methanimicrococcus,blatticola
Methanobacterium,
Methanobacterium,aarhusense
Methanobacterium,alcaliphilum
Methanobacterium,arbophilicum
Methanobacterium,arcticum
Methanobacterium,beijingense
Methanobacterium,bryantii
Methanobacterium,congolense
Methanobacterium,defluvii
Methanobacterium,espanolae
Methanobacterium,ferruginis
Methanobacterium,flexile
Methanobacterium,formicicum
Methanobacterium,ivanovii
Methanobacterium,kanagiense
Methanobacterium,lacus
Methanobacterium,mobile
Methanobacterium,movens
Methanobacterium,movilense
Methanobacterium,oryzae
Methanobacterium,paludis
Methanobacterium,palustre
Methanobacterium,petrolearium
Methanobacterium,ruminantium
Methanobacterium,subterraneum
Methanobacterium,thermaggregans
Methanobacterium,thermalcaliphilum
Methanobacterium,thermautotrophicum
Methanobacterium,thermoaggregans
Methanobacterium,thermoalcaliphilum
Methanobacterium,thermoautotrophicum
Methanobacterium,thermoflexum
Methanobacterium,thermoformicicum
Methanobacterium,thermophilum
Methanobacterium,uliginosum
Methanobacterium,veterum
Methanobacterium,wolfei
Methanobrevibacter,
Methanobrevibacter,acididurans
Methanobrevibacter,arboriphilicus
Methanobrevibacter,boviskoreani
Methanobrevibacter,curvatus
Methanobrevibacter,cuticularis
Methanobrevibacter,filiformis
Methanobrevibacter,gottschalkii
Methanobrevibacter,millerae
Methanobrevibacter,olleyae
Methanobrevibacter,oralis
Methanobrevibacter,ruminantium
Methanobrevibacter,smithii
Methanobrevibacter,thaueri
Methanobrevibacter,woesei
Methanobrevibacter,wolinii
Methanocalculus,
Methanocalculus,chunghsingensis
Methanocalculus,halotolerans
Methanocalculus,natronophilus
Methanocalculus,pumilus
Methanocalculus,taiwanensis
Methanocaldococcus,
Methanocaldococcus,fervens
Methanocaldococcus,indicus
Methanocaldococcus,infernus
Methanocaldococcus,jannaschii
Methanocaldococcus,villosus
Methanocaldococcus,vulcanius
Methanocella,
Methanocella,arvoryzae
Methanocella,conradii
Methanocella,paludicola
Methanococcoides,
Methanococcoides,alaskense
Methanococcoides,burtonii
Methanococcoides,methylutens
Methanococcoides,vulcani
Methanococcus,
Methanococcus,aeolicus
Methanococcus,deltae
Methanococcus,fervens
Methanococcus,frisius
Methanococcus,halophilus
Methanococcus,igneus
Methanococcus,infernus
Methanococcus,jannaschii
Methanococcus,maripaludis
Methanococcus,mazei
Methanococcus,thermolithotrophicus
Methanococcus,vannielii
Methanococcus,voltae
Methanococcus,vulcanius
Methanocorpusculum,
Methanocorpusculum,aggregans
Methanocorpusculum,bavaricum
Methanocorpusculum,labreanum
Methanocorpusculum,parvum
Methanocorpusculum,sinense
Methanoculleus,
Methanoculleus,bourgense
Methanoculleus,bourgensis
Methanoculleus,chikugoensis
Methanoculleus,horonobensis
Methanoculleus,hydrogenitrophicus
Methanoculleus,marisnigri
Methanoculleus,oldenburgensis
Methanoculleus,olentangyi
Methanoculleus,palmolei
Methanoculleus,receptaculi
Methanoculleus,submarinus
Methanoculleus,taiwanensis
Methanoculleus,thermophilicus
Methanoculleus,thermophilus
Methanofollis,
Methanofollis,aquaemaris
Methanofollis,ethanolicus
Methanofollis,formosanus
Methanofollis,liminatans
Methanofollis,tationis
Methanogenium,
Methanogenium,aggregans
Methanogenium,bourgense
Methanogenium,cariaci
Methanogenium,frigidum
Methanogenium,frittonii
Methanogenium,liminatans
Methanogenium,marinum
Methanogenium,marisnigri
Methanogenium,olentangyi
Methanogenium,organophilum
Methanogenium,tationis
Methanogenium,thermophilicum
Methanohalobium,
Methanohalobium,evestigatum
Methanohalobium,evestigatus
Methanohalophilus,
Methanohalophilus,halophilus
Methanohalophilus,levihalophilus
Methanohalophilus,mahii
Methanohalophilus,oregonense
Methanohalophilus,oregonensis
Methanohalophilus,portucalensis
Methanohalophilus,zhilinae
Methanolacinia,
Methanolacinia,paynteri
Methanolacinia,petrolearia
Methanolinea,
Methanolinea,mesophila
Methanolinea,tarda
Methanolobus,
Methanolobus,bombayensis
Methanolobus,chelungpuianus
Methanolobus,oregonensis
Methanolobus,profundi
Methanolobus,siciliae
Methanolobus,taylorii
Methanolobus,tindarius
Methanolobus,vulcani
Methanolobus,zinderi
Methanomassiliicoccus,
Methanomassiliicoccus,luminyensis
Methanomethylovorans,
Methanomethylovorans,hollandica
Methanomethylovorans,thermophila
Methanomethylovorans,uponensis
Methanomicrobium,
Methanomicrobium,mobile
Methanomicrobium,paynteri
Methanomicrococcus,
Methanomicrococcus,blatticola
Methanoplanus,
Methanoplanus,endosymbiosus
Methanoplanus,limicola
Methanoplanus,petrolearius
Methanopyrus,
Methanopyrus,kandleri
Methanoregula,
Methanoregula,boonei
Methanoregula,formicica
Methanosaeta,
Methanosaeta,concilii
Methanosaeta,harundinacea
Methanosaeta,thermoacetophila
Methanosaeta,thermophila
Methanosalsum,
Methanosalsum,zhilinae
Methanosarcina,
Methanosarcina,acetivorans
Methanosarcina,baltica
Methanosarcina,barkeri
Methanosarcina,frisia
Methanosarcina,horonobensis
Methanosarcina,lacustris
Methanosarcina,mazei
Methanosarcina,methanica
Methanosarcina,semesiae
Methanosarcina,siciliae
Methanosarcina,soligelidi
Methanosarcina,spelaei
Methanosarcina,thermophila
Methanosarcina,vacuolata
Methanosphaera,
Methanosphaera,cuniculi
Methanosphaera,stadtmanae
Methanosphaerula,
Methanosphaerula,palustris
Methanospirillum,
Methanospirillum,hungatei
Methanospirillum,hungatii
Methanospirillum,lacunae
Methanospirillum,psychrodurum
Methanospirillum,stamsii
Methanothermobacter,
Methanothermobacter,crinale
Methanothermobacter,defluvii
Methanothermobacter,marburgensis
Methanothermobacter,tenebrarum
Methanothermobacter,thermautotrophicus
Methanothermobacter,thermoflexus
Methanothermobacter,thermophilus
Methanothermobacter,wolfei
Methanothermobacter,wolfeii
Methanothermococcus,
Methanothermococcus,okinawensis
Methanothermococcus,thermolithotrophicus
Methanothermus,
Methanothermus,fervidus
Methanothermus,sociabilis
Methanothrix,
Methanothrix,concilii
Methanothrix,soehngenii
Methanothrix,thermoacetophila
Methanothrix,thermophila
Methanotorris,
Methanotorris,formicicus
Methanotorris,igneus
Methermicoccus,
Methermicoccus,shengliensis
Methylarcula,
Methylarcula,marina
Methylarcula,terricola
Methylibium,
Methylibium,aquaticum
Methylibium,fulvum
Methylibium,petroleiphilum
Methylibium,subsaxonicum
Methylobacillus,
Methylobacillus,arboreus
Methylobacillus,flagellatus
Methylobacillus,glycogenes
Methylobacillus,gramineus
Methylobacillus,pratensis
Methylobacter,
Methylobacter,agilis
Methylobacter,albus
Methylobacter,luteus
Methylobacter,marinus
Methylobacter,pelagicus
Methylobacter,psychrophilus
Methylobacter,tundripaludum
Methylobacter,whittenburyi
Methylobacterium,
Methylobacterium,adhaesivum
Methylobacterium,aerolatum
Methylobacterium,aminovorans
Methylobacterium,aquaticum
Methylobacterium,brachiatum
Methylobacterium,brachythecii
Methylobacterium,bullatum
Methylobacterium,cerastii
Methylobacterium,chloromethanicum
Methylobacterium,dankookense
Methylobacterium,dichloromethanicum
Methylobacterium,extorquens
Methylobacterium,fujisawaense
Methylobacterium,gnaphalii
Methylobacterium,goesingense
Methylobacterium,gossipiicola
Methylobacterium,gregans
Methylobacterium,haplocladii
Methylobacterium,hispanicum
Methylobacterium,iners
Methylobacterium,isbiliense
Methylobacterium,jeotgali
Methylobacterium,komagatae
Methylobacterium,longum
Methylobacterium,lusitanum
Methylobacterium,marchantiae
Methylobacterium,mesophilicum
Methylobacterium,nodulans
Methylobacterium,organophilum
Methylobacterium,oryzae
Methylobacterium,oxalidis
Methylobacterium,persicinum
Methylobacterium,phyllosphaerae
Methylobacterium,phyllostachyos
Methylobacterium,platani
Methylobacterium,podarium
Methylobacterium,populi
Methylobacterium,pseudosasicola
Methylobacterium,radiotolerans
Methylobacterium,rhodesianum
Methylobacterium,rhodinum
Methylobacterium,salsuginis
Methylobacterium,soli
Methylobacterium,suomiense
Methylobacterium,tardum
Methylobacterium,tarhaniae
Methylobacterium,thiocyanatum
Methylobacterium,thuringiense
Methylobacterium,trifolii
Methylobacterium,variabile
Methylobacterium,zatmanii
Methylocaldum,
Methylocaldum,gracile
Methylocaldum,marinum
Methylocaldum,szegediense
Methylocaldum,tepidum
Methylocapsa,
Methylocapsa,acidiphila
Methylocapsa,aurea
Methyloceanibacter,
Methyloceanibacter,caenitepidi
Methylocella,
Methylocella,palustris
Methylocella,silvestris
Methylocella,tundrae
Methylococcus,
Methylococcus,bovis
Methylococcus,capsulatus
Methylococcus,chroococcus
Methylococcus,luteus
Methylococcus,mobilis
Methylococcus,thermophilus
Methylococcus,vinelandii
Methylococcus,whittenburyi
Methylocystis,
Methylocystis,bryophila
Methylocystis,echinoides
Methylocystis,heyeri
Methylocystis,hirsuta
Methylocystis,parvus
Methylocystis,rosea
Methyloferula,
Methyloferula,stellata
Methylogaea,
Methylogaea,oryzae
Methylohalobius,
Methylohalobius,crimeensis
